Name,Gender
Sucena,F
Sucupira,F
Suelen,F
Sueli,F
Suellen,F
Suely,F
Sulamita,F
Suriel,F
Susana,F
Susanae,F
Susanne,F
Susete,F
Susie,F
Suzana,F
Suzie,F
Suzy,F
Sílvia,F
Sílvya,F
Sônia,F
Tabacema,F
Tabira,F
Tabita,F
Tabitha,F
Taci,F
Taciatã,F
Tacicema,F
Taciquara,F
Tacira,F
Tadéia,F
Taiane,F
Tainara,F
Tainaçã,F
Tainá,F
Talassa,F
Talita,F
Taléia,F
Tamires,F
Tamiris,F
Tammy,F
Tarsila,F
Tatiana,F
Tayla,F
Taía,F
Taígete,F
Taís,F
Teanira,F
Telma,F
Teodolinda,F
Teodora,F
Teolinda,F
Teresa,F
Tereza,F
Terezinha,F
Tersa,F
Teçarema,F
Thainá,F
Thais,F
Thalassa,F
Thalia,F
Thamires,F
Thamiris,F
Thara,F
Thatiana,F
Thaís,F
Ticiana,F
Tilexine,F
Timandra,F
Tirsa,F
Tolinda,F
Tolosa,F
Tomásia,F
Turmalina,F
Tábata,F
Tália,F
Tâmara,F
Tânia,F
Téia,F
Tércia,F
Tônia,F
Túlia,F
Uaiana,F
Uaná,F
Uauiarará,F
Ubana,F
Ubiracema,F
Ubiraci,F
Uda,F
Uiara,F
Umarama,F
Unígena,F
Urbi,F
Uriel,F
Vacuna,F
Valda,F
Valentina,F
Valesca,F
Valia,F
Valquíria,F
Valéria,F
Valência,F
Valônia,F
Vanda,F
Vanessa,F
Vanusa,F
Vasti,F
Vaughan,F
Velma,F
Veneranda,F
Venília,F
Vera,F
Verena,F
Vergínia,F
Veridiana,F
Verônica,F
Viana,F
Victória,F
Vidya,F
Vilma,F
Vinciana,F
Vinola,F
Violeta,F
Virgília,F
Virgínia,F
Viridiana,F
Virna,F
Vismara,F
Vita,F
Vitalina,F
Vitória,F
Vivian,F
Viviana,F
Viviane,F
Vivá,F
Vyviane,F
Vânia,F
Vítula,F
Wade,F
Waioleka,F
Walda,F
Walelia,F
Walesca,F
Wana,F
Wanda,F
Warda,F
Welama,F
Wenceslas,F
Whitney,F
Wiki,F
Wikolia,F
Wilda,F
Wilhelmina,F
Wilikilia,F
Wilma,F
Wilmara,F
Wilá,F
Winifreda,F
Wismara,F
Wladis,F
Wânia,F
Xavantina,F
Xaviera,F
Xena,F
Xenika,F
Xerazade,F
Ximena,F
Xuan,F
Xuxa,F
Xênia,F
Yanni,F
Yannis,F
Yara,F
Yarin,F
Yarmilla,F
Yasmin,F
Yasu,F
Yeda,F
Yelena,F
Yeva,F
Ynes,F
Yoko,F
Yolanda,F
Yone,F
Yoná,F
Yula,F
Yvone,F
Yvonne,F
Zada,F
Zafira,F
Zahara,F
Zahirah,F
Zahra,F
Zaida,F
Zaide,F
Zaila,F
Zaina,F
Zakia,F
Zalika,F
Zamira,F
Zandone,F
Zandra,F
Zara,F
Zarah,F
Zarifa,F
Zarina,F
Zaynab,F
Zaíra,F
Zea,F
Zebulon,F
Zehava,F
Zeinab,F
Zelda,F
Zelenka,F
Zelfa,F
Zelina,F
Zelinda,F
Zelmira,F
Zemina,F
Zena,F
Zenaide,F
Zene,F
Zenilda,F
Zenóbia,F
Zerlinda,F
Zilda,F
Zilema,F
Zilena,F
Zilá,F
Zinara,F
Zora,F
Zorah,F
Zoraide,F
Zorana,F
Zoé,F
Zuleica,F
Zulma,F
Zulmira,F
Zânia,F
Zélia,F
Zênia,F
Zóilo,F
Zózima,F
Ádila,F
Ágata,F
Ágda,F
Águeda,F
Ápia,F
Áquila,F
Ártemis,F
Ástora,F
Átala,F
Ângela,F
Ânima,F
Édnie,F
Élida,F
Érica,F
Érika,F
Éryca,F
Ésia,F
Íria,F
Íris,F
Úlima,F
Úrsula,F
